budget,original_title,popularity,release_date,runtime,title,revenue,month_release_date,year_release_date,disney_production_company,twenty_century_fox_production_company,warner_bros_production_company,nbcuniversal_production_company,sony_pictures_production_company,paramount_pictures_production_company,top_twenty_keywords,top_twenty_influential_actors,genre_action,genre_adventure,genre_animation,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_foreign,genre_history,genre_horror,genre_music,genre_mystery,genre_romance,genre_science_fiction,genre_tv_movie,genre_thriller,genre_war,genre_western,status_released,status_rumored,crew_department_actors,crew_department_art,crew_department_camera,crew_department_costume_&_make-up,crew_department_crew,crew_department_directing,crew_department_editing,crew_department_lighting,crew_department_production,crew_department_sound,crew_department_visual_effects,crew_department_writing
15000000,Whip It,14.511442,2009-09-13,111.0,Whip It,16633035,9,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,Chernobyl Diaries,6.76513,2012-05-24,88.0,Chernobyl Diaries,18112929,5,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
0,Elektra Luxx,4.118698999999999,2010-03-14,98.0,Elektra Luxx,10,3,2010,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1
250000000,The Hobbit: The Desolation of Smaug,20.644776,2013-12-11,161.0,The Hobbit: The Desolation of Smaug,958400000,12,2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
0,Father of the Bride Part II,8.387519000000001,1995-02-10,106.0,Father of the Bride Part II,76578911,2,1995,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1
2650000,Birdman of Alcatraz,4.471515,2062-07-03,147.0,Birdman of Alcatraz,3100000,7,2062,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1
6000000,Veronica Mars,7.510159,2014-03-13,107.0,Veronica Mars,3485127,3,2014,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
4200000,Red Dawn,8.233168,1984-08-10,114.0,Red Dawn,38376497,8,1984,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1
135000000,Stealth,13.890179999999999,2005-07-28,121.0,Stealth,76932943,7,2005,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
10000000,The Powerpuff Girls Movie,5.024458999999999,2002-07-03,77.0,The Powerpuff Girls Movie,11411644,7,2002,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1
28000000,Kick-Ass 2,13.570264000000002,2013-07-17,103.0,Kick-Ass 2,60700000,7,2013,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
25000000,Without Limits,3.643468,1998-09-11,117.0,Without Limits,777423,9,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
0,A Little Bit of Heaven,7.174869,2011-02-03,106.0,A Little Bit of Heaven,1296937,2,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
2500000,To Catch a Thief,5.490505000000001,2055-08-03,106.0,To Catch a Thief,8750000,8,2055,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
25000000,Big Trouble in Little China,11.109932,1986-05-30,99.0,Big Trouble in Little China,11000000,5,1986,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1
0,Malice,9.861672,1993-09-29,107.0,Malice,46405336,9,1993,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
26000000,Paul Blart: Mall Cop,13.003122,2009-01-15,91.0,Paul Blart: Mall Cop,183293131,1,2009,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1
160000000,Beauty and the Beast,287.253654,2017-03-16,129.0,Beauty and the Beast,1262886337,3,2017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
1271000,Bad Day at Black Rock,7.441117,2055-01-07,81.0,Bad Day at Black Rock,3788000,1,2055,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1
40000000,War Dogs,16.453573000000002,2016-08-17,114.0,War Dogs,86234523,8,2016,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
0,Repossessed,11.966566,1990-09-14,80.0,Repossessed,1382462,9,1990,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1
0,The Devil's Violinist,4.352904,2013-01-30,122.0,The Devil's Violinist,11294,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
113000000,Star Wars: Episode III - Revenge of the Sith,13.165420999999998,2005-05-17,140.0,Star Wars: Episode III - Revenge of the Sith,850000000,5,2005,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
0,The Grass Is Greener,4.074783,2060-12-23,104.0,The Grass Is Greener,6000000,12,2060,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
35000000,The Order,5.370818,2003-09-05,102.0,The Order,11560806,9,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
30000000,Sweet Home Alabama,8.587129,2002-09-26,108.0,Sweet Home Alabama,180622424,9,2002,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1
5000000,Kill the Messenger,13.524048,2014-10-09,112.0,Kill the Messenger,2450846,10,2014,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1
0,The Hunger,13.235179,1983-04-29,97.0,The Hunger,5979292,4,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1
0,Mr. Baseball,11.950477000000001,1992-10-01,108.0,Mr. Baseball,20000000,10,1992,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
12000000,Life of Crime,17.788579000000002,2013-09-14,94.0,Life of Crime,265452,9,2013,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1
6000000,Beasts of No Nation,11.732546000000001,2015-09-11,137.0,Beasts of No Nation,9077700,9,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
40000000,Ride Along 2,9.420931,2016-01-14,102.0,Ride Along 2,124827316,1,2016,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
25000000,Little Shop of Horrors,7.409178999999999,1986-12-19,94.0,Little Shop of Horrors,38748395,12,1986,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
5000000,The Visit,15.021057999999998,2015-09-10,94.0,The Visit,98450062,9,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1
11000000,American Pie,18.344227,1999-07-09,95.0,American Pie,235483004,7,1999,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1
2053648,Beyond the Mat,2.691433,1999-10-22,102.0,Beyond the Mat,500000,10,1999,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
85000000,The Good Shepherd,11.057536,2006-12-11,167.0,The Good Shepherd,59908565,12,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1
1000000,Rear Window,17.911314,2054-08-01,112.0,Rear Window,36764313,8,2054,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1
1200000,The Buddy Holly Story,2.017413,1978-05-18,113.0,The Buddy Holly Story,14363400,5,1978,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,The Pretty One,9.197511,2014-02-07,90.0,The Pretty One,13769,2,2014,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
90000000,The Expendables 3,14.753545,2014-08-04,127.0,The Expendables 3,206172544,8,2014,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
3000000,Elmer Gantry,6.409512,2060-06-19,146.0,Elmer Gantry,10400000,6,2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1
0,Hysteria,14.331454,2011-06-06,100.0,Hysteria,9504139,6,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
0,Mrs. Soffel,1.8938220000000001,1984-12-26,112.0,Mrs. Soffel,4385312,12,1984,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1
40000000,Eight Below,13.876881,2006-02-17,120.0,Eight Below,120455994,2,2006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1
80000000,The Great Raid,14.987901999999998,2005-08-12,132.0,The Great Raid,10166502,8,2005,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
9250000,The Rose,2.132964,1979-11-07,125.0,The Rose,29174648,11,1979,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1
22000000,Fair Game,6.3037849999999995,2010-05-20,108.0,Fair Game,24188922,5,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,CB4,11.449373,1993-03-12,89.0,CB4,17953778,3,1993,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1
27000000,City of Joy,1.408176,1992-04-15,132.0,City of Joy,14683921,4,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,High Spirits,5.007836,1988-11-18,99.0,High Spirits,7399763,11,1988,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1
50000000,The Twilight Saga: New Moon,30.121291999999997,2009-03-15,130.0,The Twilight Saga: New Moon,709827462,3,2009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1
50000000,Run All Night,16.838145,2015-03-11,114.0,Run All Night,71561644,3,2015,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
30000000,Knocked Up,9.058516000000001,2007-06-01,129.0,Knocked Up,219076518,6,2007,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
14000000,Rough Cut,0.8256379999999999,1980-06-19,112.0,Rough Cut,16656125,6,1980,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
103000000,Rio 2,8.18534,2014-03-19,102.0,Rio 2,500188435,3,2014,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1
4000000,Guess Who's Coming to Dinner,5.032469,2067-12-11,108.0,Guess Who's Coming to Dinner,56666667,12,2067,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1
0,"The Adventures of Priscilla, Queen of the Desert",8.328596000000001,1994-05-31,104.0,"The Adventures of Priscilla, Queen of the Desert",11220670,5,1994,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1
150000000,Zootopia,26.024867999999998,2016-02-11,108.0,Zootopia,1023784195,2,2016,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1
40000000,Honey I Blew Up the Kid,12.337898,1992-07-16,89.0,Honey I Blew Up the Kid,58662452,7,1992,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1
8250000,Quo Vadis,11.840985,2051-11-08,171.0,Quo Vadis,30000000,11,2051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1
40000000,Snowden,14.384554000000001,2016-09-15,134.0,Snowden,37279439,9,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
40000000,Sin City,15.010525,2005-04-01,124.0,Sin City,158733820,4,2005,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
0,Blind Fury,6.617717,1989-08-17,86.0,Blind Fury,2692037,8,1989,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
0,And You Thought Your Parents Were Weird,0.0005780000000000001,1991-11-15,92.0,And You Thought Your Parents Were Weird!,402539,11,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
967686,Four Lions,11.934045,2010-05-07,101.0,Four Lions,4270000,5,2010,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1
35000000,Furry Vengeance,10.794556,2010-04-02,92.0,Furry Vengeance,39340177,4,2010,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1
12000000,48 Hrs.,15.297120999999999,1982-12-07,96.0,48 Hrs.,78868508,12,1982,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1
6000000,We Are Your Friends,9.023686,2015-08-26,96.0,We Are Your Friends,11122090,8,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1
0,Cirque du Soleil: Worlds Away,4.725759,2012-11-09,91.0,Cirque du Soleil: Worlds Away,34153101,11,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1
25000000,Never Been Kissed,7.2576789999999995,1999-04-09,107.0,Never Been Kissed,84565230,4,1999,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1
30000000,Fever Pitch,6.734064999999999,2005-04-06,103.0,Fever Pitch,50451307,4,2005,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
50000000,Rambo,9.915560000000001,2008-01-24,92.0,Rambo,113244290,1,2008,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
0,Lenny Bruce: Swear to Tell the Truth,0.358968,1998-10-21,100.0,Lenny Bruce: Swear to Tell the Truth,21350,10,1998,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4500000,The Blue Lagoon,11.578578,1980-07-05,104.0,The Blue Lagoon,58853106,7,1980,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1
6000000,The Virgin Suicides,10.505386999999999,1999-04-21,97.0,The Virgin Suicides,10409377,4,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
0,American Pop,2.340967,1981-02-13,96.0,American Pop,6000000,2,1981,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
80000000,Four Christmases,7.210383,2008-11-26,88.0,Four Christmases,163733697,11,2008,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
23000000,In the Valley of Elah,9.604552,2007-08-31,124.0,In the Valley of Elah,29541790,8,2007,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1
6500000,Thank You for Smoking,9.369527,2005-09-05,92.0,Thank You for Smoking,24793509,9,2005,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
15000000,Walk of Shame,7.844705,2014-05-02,95.0,Walk of Shame,59209,5,2014,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1
200000000,World War Z,26.114917000000002,2013-06-20,116.0,World War Z,531865000,6,2013,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1
0,Scandal,2.132858,1989-03-03,115.0,Scandal,8800000,3,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1
105000000,Point Break,7.291872,2015-12-03,114.0,Point Break,133718711,12,2015,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
40000000,Big Miracle,6.159379,2012-02-02,107.0,Big Miracle,24719215,2,2012,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1
20000000,Superbad,16.205105,2007-08-17,113.0,Superbad,121463226,8,2007,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
0,Love Is Strange,6.15698,2014-02-07,98.0,Love Is Strange,2262223,2,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1
16000000,Red Scorpion,2.549325,1988-12-24,105.0,Red Scorpion,4192440,12,1988,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1
50000000,Free State of Jones,10.223582,2016-06-24,139.0,Free State of Jones,25035950,6,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
0,Inventing the Abbotts,5.063701,1997-04-04,110.0,Inventing the Abbotts,5926128,4,1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1
0,13,14.679860000000001,2010-03-12,97.0,13,3317662,3,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1
0,Born to Be Wild,2.92387,2011-04-08,40.0,Born to Be Wild,7732325,4,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0
130000000,Australia,9.566135000000001,2008-11-18,165.0,Australia,49554002,11,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
150000000,The Great Wall,15.884744,2016-12-16,103.0,The Great Wall,331957105,12,2016,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
22500000,Nocturnal Animals,18.908782000000002,2016-11-04,116.0,Nocturnal Animals,29252978,11,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
0,"Definitely, Maybe",12.553657000000001,2008-02-08,112.0,"Definitely, Maybe",55447968,2,2008,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
5000000,Table 19,8.645067,2017-01-20,87.0,Table 19,3305592,1,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1
13000000,I Saw the Light,4.654312,2016-02-05,123.0,I Saw the Light,1646788,2,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
40000000,Back to the Future Part II,13.689855,1989-11-20,108.0,Back to the Future Part II,332000000,11,1989,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1
0,Prelude to a Kiss,4.582718,1992-07-10,105.0,Prelude to a Kiss,22697691,7,1992,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1
0,Undercover Blues,2.614785,1993-09-10,90.0,Undercover Blues,12416686,9,1993,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1
2500000,"Bodies, Rest & Motion",2.296734,1993-01-10,95.0,"Bodies, Rest & Motion",764083,1,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
19000000,A Cinderella Story,8.385361,2004-07-10,95.0,A Cinderella Story,70067909,7,2004,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1
1300000,Vanishing Point,5.184012999999999,1971-01-15,99.0,Vanishing Point,72266306,1,1971,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1
